custom_id,misconfigured_snippet,related_cwe,misconfiguration_label
request-1069,"file { ""${bifrost_config_folder}/baremetal.json"": ensure => present, content => template('ironic/baremetal.json.erb'), require => file[$bifrost_config_folder], }",CWE-522,1
request-1070,"class { '::nova' : rabbit_hosts => $rabbit_hosts, }",CWE-319,1
request-1071,,,0
request-1072,,,0
request-1073,,,0
request-1074,,,0
request-1075,$erlang_cookie = 'eokowxqreetzshfntpey',CWE-798,1
request-1076,"file { '/srv/node': ensure => directory, owner => 'swift', group => 'swift', require => package['openstack-swift'], }",CWE-732,1
request-1077,"class { '::redis': conf_bind => $redis_bind_address, ... }",CWE-200,1
request-1077,"firewall {'121 redis_port': port => $redis_port, proto => 'tcp', action => 'accept', }
firewall {'122 redis_sentinel_port': port => $redis_sentinel_port, proto => 'tcp', action => 'accept', }",CWE-284,1
request-1078,"concat { '/etc/haproxy/haproxy.cfg': owner => '0', group => '0', mode => '0644', before => service['haproxy'], }",CWE-732,1
request-1079,$quota_firewall_rule = -1,CWE-770,1
request-1080,"$keystone_protocol = get_ssl_property($ssl_hash, {}, 'keystone', 'admin', 'protocol', 'http')
$auth_url = ""${keystone_protocol}://${keystone_address}:35357/${keystone_version}""",CWE-319,1
request-1080,"$neutron_protocol = get_ssl_property($ssl_hash, {}, 'neutron', 'admin', 'protocol', 'http')",CWE-319,1
request-1080,$admin_token = $keystone['admin_token'],CWE-798,1
request-1080,$rabbit_password = $rabbit['password'],CWE-798,1
request-1080,$service_token = $neutron_config['keystone']['admin_password'],CWE-798,1
request-1080,$admin_password = $admin_settings['password'],CWE-798,1
request-1081,,,0
request-1082,,,0
request-1083,"exec { 'sahara-dbmanage': command => ""sahara-db-manage ${extra_params} upgrade head"", path => '/usr/bin', user => 'sahara', refreshonly => true, logoutput => on_failure, tag => 'openstack-db', }",CWE-78,1
request-1084,"service { $service_name : ensure => 'running', enable => true, }",CWE-284,1
request-1085,$access_password = $zabbix_hash['monitoring_password'],CWE-522,1
request-1085,$keystone_db_password = $keystone_hash['db_password'],CWE-522,1
request-1085,$nova_db_password = $nova_hash['db_password'],CWE-522,1
request-1085,$neutron_db_password = $neutron_hash['database']['passwd'],CWE-522,1
request-1085,$cinder_db_password = $cinder_hash['db_password'],CWE-522,1
request-1085,$rabbit_password = $rabbit_hash['password'],CWE-522,1
request-1086,"file { $db_options_file: ensure => file, content => $db_file_content, replace => false, notify => exec['remove_db_options_file'], }",CWE-522,1
request-1086,"mysql::db { $db_name: user => $db_username, password => $db_password, host => '%', require => file[$db_options_file], }",CWE-284,1
request-1087,mode => '0444',CWE-732,1
request-1088,,,0
request-1089,"exec {'saml_idp_metadata': path => '/usr/bin', user => ""${user}"", command => ""keystone-manage saml_idp_metadata > ${idp_metadata_path}"", creates => $idp_metadata_path, subscribe => anchor['keystone::config::end'], notify => anchor['keystone::service::end'], tag => 'keystone-exec', }",CWE-78,1
request-1090,,,0
request-1091,,,0
request-1092,$db_password = '',CWE-798,1
request-1093,"ceph::key { 'client.admin': secret => $admin_key, cap_mon => 'allow *', cap_osd => 'allow *', cap_mds => 'allow', }",CWE-266,1
request-1094,"class { '::ceilometer::db': database_connection => ""mongodb://${config_mongodb_host}:27017/ceilometer"", }",CWE-306,1
request-1094,"$bind_host = hiera('config_ip_version') ? { 'ipv6' => '::0', default => '0.0.0.0', } ... class { '::ceilometer::api': host => $bind_host, ... }",CWE-200,1
request-1094,"class { '::ceilometer::wsgi::apache': ssl => false, }",CWE-319,1
request-1095,apt::ppa { 'ppa:qpid/testing' : },CWE-494,1
request-1096,"openstack::ha::haproxy_service { 'heat-api': order => '160', listen_port => 8004, }
openstack::ha::haproxy_service { 'heat-api-cfn': order => '161', listen_port => 8000, }
openstack::ha::haproxy_service { 'heat-api-cloudwatch': order => '162', listen_port => 8003, }",CWE-200,1
request-1097,"keystone_user_role { 'user_one::project_one': ensure => present, user_domain => 'domain_one', project_domain => 'domain_two', roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'user_one::domain_one@project_one::domain_two': ensure => present, roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'user_one::domain_one@project_one::domain_one': ensure => present, project_domain => 'domain_two', roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'user_one': ensure => present, user_domain => 'domain_one', project => 'project_one', project_domain => 'domain_two', roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'user_one@::domain': ensure => present, user_domain => 'domain_one', roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'user_one::domain_one@::domain_one': ensure => present, roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'meaningless_title': ensure => present, user => 'user_one', user_domain => 'domain_one', domain => 'domain_one', roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'meaningless::meaningless': ensure => present, user => 'user_one', user_domain => 'domain_one', project => 'project_one', project_domain => 'domain_one', roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'meaningless::@meaningless': ensure => present, user => 'user_one', user_domain => 'domain_one', domain => 'project_one', roles => ['admin'] }",CWE-250,1
request-1097,"keystone_user_role { 'user_one@::domain_one': ensure => present, user_domain => 'domain_one', project => 'project_one', project_domain => 'domain_two', roles => ['admin'] }",CWE-250,1
request-1098,"'default/osapi_compute_listen': value => $api_bind_address;
'default/metadata_listen': value => $metadata_listen;",CWE-200,1
request-1099,"rabbitmq_user_permissions { 'ironic@/': configure_permission => '.*', write_permission => '.*', read_permission => '.*', provider => 'rabbitmqctl', require => class['::rabbitmq'], }",CWE-732,1
request-1099,"class { '::ironic::db::mysql': password => 'ironic', }",CWE-798,1
request-1099,database_connection => 'mysql+pymysql://ironic:ironic@127.0.0.1/ironic?charset=utf8',CWE-798,1
request-1100,"mysql::sql { ""${db_user}_full_priv_${db_name}"": sql => ""grant all privileges on ${db_name}.* to ${db_user}@${db_host}"", unless => ""select 1 from information_schema.schema_privileges where table_schema = '${db_name}' and grantee = \""'${db_user}'@'${db_host}'\"" limit 1"", require => mysql::user[$db_user], }",CWE-266,1
request-1100,"exec { ""${db_name}_include_extra_settings"": command => '/bin/echo ""include_once \'/vagrant/localsettings.php\';"" >> localsettings.php', cwd => $settings_root, unless => '/bin/grep ""/vagrant/localsettings.php"" localsettings.php', require => exec[""${db_name}_setup""], }",CWE-73,1
request-1101,$password = false,CWE-798,1
request-1102,$password = 'password',CWE-798,1
request-1103,,,0
request-1104,"exec { 'fix_ipt_modules': command => '/bin/sed -i ""s/^ipt_modules=.*/ipt_modules=\""nf_conntrack_ftp nf_nat_ftp nf_conntrack_netbios_ns nf_conntrack_tftp\""/g"" /etc/default/ufw', unless => '/bin/grep ""^ipt_modules=.*nf_conntrack_tftp"" /etc/default/ufw > /dev/null', notify => exec['load_tftp_mod'] }",CWE-78,1
request-1105,,,0
request-1106,"concat::fragment { ""10-$title"": target => ""/etc/sudoers"", content => $content; }",CWE-250,1
request-1107,"file { '/etc/sysconfig/astute': content => template('fuel/astute/sysconfig.erb'), owner => 'root', group => 'root', mode => '0644' }",CWE-538,1
request-1107,"file {'/etc/astute/astuted.conf': content => template('fuel/astute/astuted.conf.erb'), owner => 'root', group => 'root', mode => '0644', require => file['/etc/astute'], }",CWE-538,1
request-1108,"command => ""${sleep}heat-manage purge_deleted -g ${age_type} ${age} >>${destination} 2>&1""",CWE-78,1
request-1109,,,0
request-1110,"resources { 'gnocchi_config': purge => $purge_config, }",CWE-732,1
request-1111,"admin_password => 'a_big_secret',",CWE-798,1
request-1111,"log_file => 'tempest.log',
...
tempest_clone_path => '/tmp/openstack/tempest',
lock_path => '/tmp/openstack/tempest',
tempest_config_file => '/tmp/openstack/tempest/etc/tempest.conf',
img_dir => '/tmp/openstack/tempest',",CWE-379,1
request-1112,"file { ""/etc/syslog.conf"": content => template(""${module_name}/darwin_syslog.conf.erb""), mode => '0644', owner => root, group => wheel, notify => service['com.apple.syslogd']; }",CWE-276,1
request-1113,"class { '::rsyslog::server': enable_tcp => $enable_tcp, enable_udp => $enable_udp, server_dir => '/var/log/', high_precision_timestamps => $show_timezone, port => $port, }",CWE-200,1
request-1113,"firewall { ""${port} udp rsyslog"": port => $port, proto => 'udp', action => 'accept', }
firewall { ""${port} tcp rsyslog"": port => $port, proto => 'tcp', action => 'accept', }",CWE-284,1
request-1114,"timeout => 0,",CWE-400,1
request-1115,"@file { [""/tmp/funccomma1"",""/tmp/funccomma2""]: content => ""1"" }",CWE-377,1
request-1116,"file { $name: ensure => file, mode => $mode }",CWE-276,1
request-1117,'storage/ceph_keyring': value => $ceph_keyring; 'storage/ceph_secret': value => $ceph_secret;,CWE-522,1
request-1118,$dbmanage_command = 'murano-db-manage --config-file /etc/murano/murano.conf upgrade',CWE-78,1
request-1119,"file { ""/etc/sudoers.d"" : force => true, ensure => absent ; }",CWE-276,1
request-1120,"command => ""${sleep}keystone-manage token_flush >>${destination} 2>&1"",",CWE-78,1
request-1121,,,0
request-1122,"create_resources('neutron_config', $server_config)
create_resources('neutron_api_config', $api_config)
create_resources('neutron_l3_agent_config', $l3_agent_config)
create_resources('neutron_dhcp_agent_config', $dhcp_agent_config)
create_resources('neutron_metadata_agent_config', $metadata_agent_config)
create_resources('neutron_metering_agent_config', $metering_agent_config)
create_resources('neutron_vpnaas_agent_config', $vpnaas_agent_config)
create_resources('neutron_plugin_linuxbridge', $plugin_linuxbridge_config)
create_resources('neutron_plugin_cisco_db_conn', $plugin_cisco_db_conn_config)
create_resources('neutron_plugin_cisco_l2network', $plugin_cisco_l2network_config)
create_resources('neutron_plugin_cisco', $plugin_cisco_config)
create_resources('neutron_plugin_midonet', $plugin_midonet_config)
create_resources('neutron_plugin_plumgrid', $plugin_plumgrid_config)
create_resources('neutron_plugin_opencontrail', $plugin_opencontrail_config)
create_resources('neutron_plugin_nuage', $plugin_nuage_config)
create_resources('neutron_plugin_ml2', $plugin_ml2_config)",CWE-915,1
request-1123,,,0
request-1124,"file { ""/tools"": ensure => directory; }",CWE-732,1
request-1125,"file {'/etc/corosync/uidgid.d/pacemaker': content =>""uidgid { uid: ${pacemaker_run_uid} gid: ${pacemaker_run_gid} }"" }",CWE-732,1
request-1126,,,0
request-1127,"openstacklib::policy::base { file_path => $policy_path, }",CWE-276,1
request-1128,"$db_password = pick($nova_hash['db_password'], 'nova')",CWE-798,1
request-1128,"$ironic_user_password = pick($ironic_hash['user_password'],'ironic')",CWE-798,1
request-1129,"charset = 'utf8', collate = 'utf8_general_ci'",CWE-176,1
request-1130,"file_line { ""set initscript env ${name}"": line => $override_line, path => $::cinder::params::ceph_init_override, notify => service['cinder-volume'], }",CWE-78,1
request-1131,"file { ""${dirs::etc::dir}/instance_metadata.json"": owner => root, mode => 0644, content => ""{}""; }",CWE-276,1
request-1132,"command => ""{{cookiecutter.project_name}}-manage db_sync ${extra_params}""",CWE-78,1
request-1133,"file { ""${nrpe::settings::nrpe_etcdir}/nrpe.d/$title.cfg"": owner => $::users::root::username, group => $::users::root::group, notify => class['nrpe::service'], content => ""command[$title]=$cfg\n""; }",CWE-20,1
request-1134,"file { ""/etc/yum.repos.d"": ensure => directory, recurse => true, purge => true; }",CWE-732,1
request-1134,"file { ""/etc/apt/sources.list.d"": ensure => directory, purge => true, recurse => true, force => true; }",CWE-732,1
request-1135,$database_connection = 'sqlite:////var/lib/trove/trove.sqlite',CWE-359,1
request-1136,"mysql::sql { ""grant all privileges on ${db_name}.* to ${db_user}@${db_host}"": unless => ""select 1 from information_schema.schema_privileges where table_schema = '${db_name}' and grantee = \""'${db_user}'@'${db_host}'\"" limit 1"", require => mysql::user[$db_user], }",CWE-266,1
request-1137,$auth_url = 'http://localhost:35357',CWE-319,1
request-1137,$auth_uri = 'http://localhost:5000',CWE-319,1
request-1138,"firewall {'500 zookeeper ports': port => '2888-3888', proto => 'tcp', action => 'accept', require => class['::zookeeper'] }
firewall {'501 zookeeper ports': port => '2181', proto => 'tcp', action => 'accept', require => class['::zookeeper'] }
firewall {'550 cassandra ports': port => '9042', proto => 'tcp', action => 'accept', require => class['::cassandra'] }
firewall {'551 cassandra ports': port => '7000', proto => 'tcp', action => 'accept', require => class['::cassandra'] }
firewall {'552 cassandra ports': port => '7199', proto => 'tcp', action => 'accept', require => class['::cassandra'] }
firewall {'553 cassandra ports': port => '9160', proto => 'tcp', action => 'accept', require => class['::cassandra'] }
firewall {'554 cassandra ports': port => '59471', proto => 'tcp', action => 'accept', require => class['::cassandra'] }",CWE-284,1
request-1139,"$public_url = 'http://127.0.0.1:9696', $admin_url = 'http://127.0.0.1:9696', $internal_url = 'http://127.0.0.1:9696',",CWE-319,1
request-1140,"file { $file_path: ensure => file, content => template('osnailyfacter/resolv.conf.erb') }",CWE-494,1
request-1141,"class vmware::ceilometer::compute_vmware( ... $vc_insecure = true, ... ) { ... class { '::vmware::ssl': vc_insecure => $vc_insecure, ... } ... ceilometer_config { ... 'vmware/insecure': value => $ceilometer_vcenter_insecure_real; ... } ... }",CWE-295,1
request-1142,'api/host' : value => $host;,CWE-200,1
request-1143,"command => ""cinder-manage db purge ${age} >>${destination} 2>&1""",CWE-78,1
request-1144,service { $server_service : ensure => running },CWE-284,1
request-1145,"openstack::ha::haproxy_service { 'nova-novncproxy': order => '170', listen_port => 6080, public => true, public_ssl => $public_ssl, public_ssl_path => $public_ssl_path, internal => false, require_service => 'nova-vncproxy', haproxy_config_options => { 'option' => 'http-buffer-request', 'timeout' => 'http-request 10s', 'http-request' => 'set-header x-forwarded-proto https if { ssl_fc }', }, }",CWE-319,1
request-1146,"'default/heat_metadata_server_url': value => $heat_metadata_server_url;
'default/heat_waitcondition_server_url': value => $heat_waitcondition_server_url;
'default/heat_watch_server_url': value => $heat_watch_server_url;",CWE-319,1
request-1147,require_package('imagemagick'),CWE-829,1
request-1148,,,0
request-1149,'keystone/insecure': value => true;,CWE-319,1
request-1150,,,0
request-1151,"$public_url = 'http://127.0.0.1:8779/v1.0/%(tenant_id)s', $admin_url = 'http://127.0.0.1:8779/v1.0/%(tenant_id)s', $internal_url = 'http://127.0.0.1:8779/v1.0/%(tenant_id)s',",CWE-319,1
request-1152,,,0
request-1153,"file { '/etc/logstash/conf.d': ensure => directory, recurse => true, purge => true, force => true, source => 'puppet:///modules/logstash/conf.d', require => package['logstash'], }",CWE-732,1
request-1154,,,0
request-1155,"define monasca::checks::instances::solidfire ( $admin_name, $admin_password, $cluster_mvip, ) { ... concat::fragment { ""${title}_solidfire_instance"": target => ""${conf_dir}/solidfire.yaml"", content => template('monasca/checks/solidfire.erb'), order => '1', } }",CWE-522,1
request-1156,,,0
request-1157,"file { $file: mode => '0644', owner => 'root', group => 'root', source => 'puppet:///modules/cinder_datera_driver/7.0/datera.py', }",CWE-732,1
request-1157,"file { $file: mode => '0644', owner => 'root', group => 'root', source => 'puppet:///modules/cinder_datera_driver/8.0/datera.py', }",CWE-732,1
request-1158,"class { '::mysql::server': config_hash => { 'bind_address' => '0.0.0.0', }, }",CWE-284,1
request-1158,"$swift_admin_password = hiera('admin_password', 'admin_password')",CWE-798,1
request-1158,"$swift_shared_secret = hiera('swift_shared_secret', 'changeme')",CWE-798,1
request-1158,"$swift_keystone_db_password = hiera('keystone_db_password', 'keystone_db_password')",CWE-798,1
request-1158,"$keystone_admin_token = hiera('admin_token', 'service_token')",CWE-798,1
request-1158,"$swift_keystone_admin_password = hiera('admin_password', 'changeme')",CWE-798,1
request-1159,"rabbitmq_user { 'glance': admin => true, password => 'an_even_bigger_secret', provider => 'rabbitmqctl', require => class['::rabbitmq'], }",CWE-798,1
request-1159,"class { '::glance::db::mysql': password => 'glance', }",CWE-798,1
request-1159,"class { '::glance::keystone::auth': public_url => ""${::openstack_integration::config::base_url}:9292"", internal_url => ""${::openstack_integration::config::base_url}:9292"", admin_url => ""${::openstack_integration::config::base_url}:9292"", password => 'a_big_secret', }",CWE-798,1
request-1159,"class { '::glance::api::authtoken': password => 'a_big_secret', user_domain_name => 'default', project_domain_name => 'default', auth_url => $::openstack_integration::config::keystone_admin_uri, auth_uri => $::openstack_integration::config::keystone_auth_uri, memcached_servers => $::openstack_integration::config::memcached_servers, }",CWE-798,1
request-1159,"class { '::glance::registry::authtoken': password => 'a_big_secret', user_domain_name => 'default', project_domain_name => 'default', auth_url => $::openstack_integration::config::keystone_admin_uri, auth_uri => $::openstack_integration::config::keystone_auth_uri, memcached_servers => $::openstack_integration::config::memcached_servers, }",CWE-798,1
request-1159,"class { '::glance::backend::swift': swift_store_user => 'services:glance', swift_store_key => 'a_big_secret', swift_store_create_container_on_put => 'true', swift_store_auth_address => ""${::openstack_integration::config::keystone_auth_uri}/v3"", swift_store_auth_version => '3', }",CWE-798,1
request-1159,"class { '::glance::api': debug => true, database_connection => 'mysql+pymysql://glance:glance@127.0.0.1/glance?charset=utf8', workers => 2, stores => $glance_stores, default_store => $backend, bind_host => $::openstack_integration::config::host, registry_client_protocol => $::openstack_integration::config::proto, registry_client_cert_file => $crt_file, registry_client_key_file => $key_file, registry_host => $::openstack_integration::config::host, cert_file => $crt_file, key_file => $key_file, }",CWE-798,1
request-1159,"class { '::glance::registry': debug => true, database_connection => 'mysql+pymysql://glance:glance@127.0.0.1/glance?charset=utf8', bind_host => $::openstack_integration::config::host, workers => 2, cert_file => $crt_file, key_file => $key_file, }",CWE-798,1
request-1159,"class { '::glance::notify::rabbitmq': rabbit_userid => 'glance', rabbit_password => 'an_even_bigger_secret', rabbit_host => $::openstack_integration::config::ip_for_url, rabbit_port => $::openstack_integration::config::rabbit_port, notification_driver => 'messagingv2', rabbit_use_ssl => $::openstack_integration::config::ssl, }",CWE-798,1
request-1160,"$haproxy_stats_url = ""http://${service_endpoint}:10000/;csv""",CWE-319,1
request-1161,wgwaittimefortranscodereset => 1,CWE-400,1
request-1162,"file { ""/etc/apache2/sites-available/${site}"": ensure => $ensure, content => template('wikimetrics/wikimetrics.vhost.erb'), require => class['::apache::mod::wsgi'], }",CWE-706,1
request-1163,$privileges = 'all',CWE-266,1
request-1164,,,0
request-1165,"file { [ '/etc/nginx/conf.d', '/etc/nginx/sites-available', '/etc/nginx/sites-enabled' ]: ensure => ensure_directory($ensure), recurse => true, purge => true, force => true, tag => 'nginx', }",CWE-732,1
request-1166,"{ type => 'url', src => 'https://meta.wikimedia.org/w/index.php?title=title_blacklist&action=raw', }",CWE-829,1
request-1167,"$public_url = 'http://127.0.0.1:8774/v2.1', $internal_url = 'http://127.0.0.1:8774/v2.1', $admin_url = 'http://127.0.0.1:8774/v2.1'",CWE-319,1
request-1168,"service { 'sysfsutils' : ensure => 'running', enable => true, status => '/bin/true', hasrestart => true, }",CWE-693,1
request-1169,"$public_url = 'http://127.0.0.1:9292', $admin_url = 'http://127.0.0.1:9292', $internal_url = 'http://127.0.0.1:9292',",CWE-319,1
request-1170,,,0
request-1171,"service <| tag == 'cinder-service' |> { hasrestart => true, restart => '/bin/true', start => '/bin/true', stop => '/bin/true', }",CWE-284,1
request-1172,,,0
request-1173,"service { 'cgconfigparser': ensure => running, hasstatus => false, status => '/bin/true', restart => 'service cgconfigparser restart', require => service['cgroup-lite'], }",CWE-273,1
request-1174,,,0
request-1175,"exec { 'disable_ipset': command => ""crudini --set ${ovs_conf_file} securitygroup enable_ipset false"", notify => service['openvswitch-switch'], }",CWE-78,1
request-1176,"log_level => 'debug',",CWE-532,1
request-1177,"pacemaker::resource::ocf { 'openstack-core': ocf_agent_name => 'heartbeat:dummy', clone_params => 'interleave=true', }",CWE-306,1
request-1178,"'wgdjvurenderer' => '/usr/bin/ddjvu', 'wgdjvudump' => '/usr/bin/djvudump', 'wgdjvutoxml' => '/usr/bin/djvutoxml', 'wgdjvutxt' => '/usr/bin/djvutxt', 'wgdjvupostprocessor' => '/usr/bin/ppmtojpeg',",CWE-78,1
request-1179,,,0
request-1180,,,0
request-1181,,,0
request-1182,if ! $package_name { warning('cluster::corosync::cs_service: without package definition can\'t protect service for autostart correctly.') },CWE-693,1
request-1183,"file { '/var/lib/nailgun-uwsgi': ensure => present, owner => 'root', group => 'root', mode => '0644', }",CWE-276,1
request-1184,$puppetmaster_upstream_rsync_source = 'rsync://puppetagain.pub.build.mozilla.org/data/',CWE-319,1
request-1184,'moco_ldap_uri' => 'ldap://ldap.db.scl3.mozilla.com/',CWE-319,1
request-1185,"exec { 'enable_corosync_notifyd': command => 'sed -i s/start=no/start=yes/ /etc/default/corosync-notifyd', unless => 'grep start=yes /etc/default/corosync-notifyd', }",CWE-78,1
request-1185,"exec { 'fix_corosync_notifyd_init_args': command => 'sed -i s/daemon_args=""""/daemon_args=""-d""/ /etc/init.d/corosync-notifyd', onlyif => 'grep \'daemon_args=""""\' /etc/init.d/corosync-notifyd', }",CWE-78,1
request-1185,"exec { 'fix_corosync_notifyd_init_pidfile': command => 'sed -i \'/pidfile=/var/run/corosync.pid/d\' /etc/init.d/corosync-notifyd', onlyif => 'grep \'pidfile=/var/run/corosync.pid\' /etc/init.d/corosync-notifyd', }",CWE-78,1
request-1186,,,0
request-1187,"file { '/etc/postfix/main.cf': content => template('postfix/main.cf.erb'), owner => 'root', group => 'root', mode => '0444', }",CWE-732,1
request-1187,"file { '/etc/postfix/virtual': content => template('postfix/virtual.erb'), owner => 'root', group => 'root', mode => '0444', }",CWE-732,1
request-1188,"$netapp_server_port = '80', ... $netapp_transport_type = 'http',",CWE-319,1
request-1189,,,0
request-1190,'network.host' => '::1',CWE-200,1
request-1191,"target_dir => '""c:\office 2010 developer resources\outlook 2010 mapi headers""'",CWE-732,1
request-1192,,,0
request-1193,$database_connection = 'sqlite:////var/lib/heat/heat.sqlite',CWE-312,1
request-1194,,,0
request-1195,"""$::users::builder::home/.vnc/passwd"": ensure => absent;",CWE-522,1
request-1195,"exec { ""enable-remote-builduser-access"": command => ""$kickstart -configure -allowaccessfor -specifiedusers; $kickstart -activate -configure -access -on -users $::users::builder::username -privs -all -restart -agent -menu"", refreshonly => true; }",CWE-269,1
request-1196,,,0
request-1197,,,0
request-1198,"service <| tag == 'cinder::volume' |> { hasrestart => true, restart => '/bin/true', start => '/bin/true', stop => '/bin/true', }",CWE-78,1
request-1199,"file { ""${conf_dir}/vertica.yaml"": owner => 'root', group => $::monasca::group, mode => '0640', content => template('monasca/checks/vertica.yaml.erb'), require => file[$conf_dir], }",CWE-522,1
request-1200,"openstack::ha::haproxy_service { 'neutron': order => '085', listen_port => 9696, public => true, public_ssl => $public_ssl, public_ssl_path => $public_ssl_path, internal_ssl => $internal_ssl, internal_ssl_path => $internal_ssl_path, define_backups => false, haproxy_config_options => { 'option' => ['httpchk', 'httplog', 'httpclose', 'http-buffer-request'], 'timeout' => 'http-request 10s', 'http-request' => 'set-header x-forwarded-proto https if { ssl_fc }', }, balancermember_options => 'check inter 10s fastinter 2s downinter 3s rise 3 fall 3', }",CWE-319,1
request-1201,"file { ""${agent_dir}/agent.yaml"": owner => 'root', group => 'root', mode => '0755', content => template('monasca/agent.yaml.erb'), require => file[$agent_dir], before => service['monasca-agent'], }",CWE-732,1
request-1202,,,0
request-1203,require_package('phantomjs'),CWE-829,1
request-1204,"file {'/etc/corosync/uidgid.d/pacemaker': content =>""uidgid { uid: ${pacemaker_run_uid} gid: ${pacemaker_run_gid} }"" }",CWE-732,1
request-1205,"firewall {'992 rabbitmq management': port => '15672', proto => 'tcp', action => 'accept', }",CWE-284,1
request-1206,"$public_url = 'http://127.0.0.1:9322', $admin_url = 'http://127.0.0.1:9322', $internal_url = 'http://127.0.0.1:9322',",CWE-319,1
request-1207,,,0
request-1208,,,0
request-1209,"if ($::operatingsystem == 'ubuntu') and (versioncmp($::operatingsystemmajrelease, '16') >= 0) { $ssl_enabled = false } else { $ssl_enabled = true }",CWE-319,1
request-1210,"file { ""${config_directory}/hive-site.xml"": content => template($hive_site_template), mode => $hive_site_mode, owner => 'hive', group => 'hive', require => package['hive'], }",CWE-276,1
request-1211,"resources { 'ec2api_config': purge => $purge_config, }",CWE-732,1
request-1212,"packages::pkgmsi {""7-zip 9.20"": msi => ""7z920.msi"", install_options => ['/quiet']; }",CWE-829,1
request-1213,$database_connection = 'mysql://designate:designate@localhost/designate',CWE-798,1
request-1214,,,0
request-1215,,,0
request-1216,"file { ""/etc/dnsmasq.d/${name}.conf"": content => template('fuel/dnsmasq.dhcp-range.erb'), owner => 'root', group => 'root', mode => '0644', }",CWE-732,1
request-1217,"'client.admin' => { 'secret' => 'aqd7kyjqqgoobhaaqrpaqsopswprrfmmomzvdw==', 'mode' => '0600', 'cap_mon' => 'allow *', 'cap_osd' => 'allow *', 'cap_mds' => 'allow *', }",CWE-732,1
request-1218,,,0
request-1219,"heka::input::logstreamer { 'rabbitmq': config_dir => $config_dir, decoder => 'rabbitmq', splitter => 'rabbitmq', log_directory => '/var/log/rabbitmq', file_match => 'rabbit@(?p<node>.+)\.log$', differentiator => '[""rabbitmq."", ""node""]', require => [heka::decoder::sandbox['rabbitmq'], heka::splitter::regex['rabbitmq']], notify => class['lma_collector::service::log'], }",CWE-732,1
request-1220,"$dashboard_desc = ""opendaylight dlux user interface. default credentials are ${user}/${password}""",CWE-312,1
request-1220,"exec { 'create_dashboard_link': command => ""/usr/bin/curl -h 'content-type: application/json' -x post \ -d '${json_message}' \ http://${master_ip}:8000/api/clusters/${cluster_id}/plugin_links"", }",CWE-598,1
request-1221,"file { $logrotatefile: owner => 'root', group => 'root', mode => '0644', content => template('openstack/10-fuel.conf.erb'), }",CWE-732,1
request-1221,"file { '/etc/logrotate.d/puppet': owner => 'root', group => 'root', mode => '0644', source => 'puppet:///modules/openstack/logrotate-puppet.conf', }",CWE-732,1
request-1222,$database_connection = 'sqlite:////var/lib/cinder/cinder.sqlite',CWE-359,1
request-1223,,,0
request-1224,"file { '/usr/lib/hive/lib/libmysql-java.jar': ensure => 'link', target => '/usr/share/java/mysql.jar', require => package['libmysql-java'], }",CWE-59,1
request-1225,"file { '/etc/lpupdatebug/lpupdatebug.conf': ensure => 'present', owner => 'root', group => 'root', mode => '0644', content => template('fuel_project/devops_tools/lpupdatebug.erb'), require => package['python-lpupdatebug'], }",CWE-732,1
request-1226,"file { ""/etc/supervisord.d/$name"": content => template(""supervisord/snippet.erb""), notify => service[""supervisord""]; }",CWE-276,1
request-1227,"file { '/etc/neutron/conf.d/neutron-server/ml2_conf_sriov.conf': ensure => link, target => '/etc/neutron/plugins/ml2/ml2_conf_sriov.ini', }",CWE-59,1
request-1228,,,0
request-1229,$database_connection = 'sqlite:////var/lib/aodh/aodh.sqlite',CWE-312,1
request-1230,"""http://${host}:${port}/server-status?auto""",CWE-319,1
request-1231,"file { '/etc/cron.d/wikimaintenance': content => template('wiki/wikimaintenance.erb'), }",CWE-732,1
request-1231,"file { '/etc/cron.d/wikiservices': content => template('wiki/wikiservices.erb'), }",CWE-732,1
request-1231,"file { '/etc/cron.d/wikistats': content => template('wiki/wikistats.erb'), }",CWE-732,1
request-1231,"file { '/etc/init/mw-jobrunner.conf': source => 'puppet:///modules/wiki/upstart', }",CWE-732,1
request-1232,"file { ""${config_directory}/hive-site.xml"": content => template($hive_site_template), mode => $hive_site_mode, owner => 'hive', group => 'hive', require => package['hive'], }",CWE-276,1
request-1233,"$cronscript: content => template(""${module_name}/crontask.erb""), mode => 0755;",CWE-732,1
request-1233,"$monitoring_cronscript: content => template(""${module_name}/kill_long_running.sh.erb""), mode => 0755;",CWE-732,1
request-1234,provider => 'shell',CWE-78,1
request-1235,"$public_url = 'http://127.0.0.1:9876', $admin_url = 'http://127.0.0.1:9876', $internal_url = 'http://127.0.0.1:9876'",CWE-319,1
request-1236,"file { '/etc/ssh/ssh_known_hosts': ensure => 'present', owner => 'root', group => 'root', mode => '0644', }",CWE-276,1
