File.ID,Script.Content,Defect.Label,,misconfigured_snippet,related_cwe,misconfiguration_label,verification
1714,"class mediawiki::multiwiki( $default_wiki, $base_domain, $script_dir, $wiki_priority_dir, $settings_root, $db_host, $db_user, $db_pass, $extension_db_cluster, $extension_cluster_shared_db_name, $extension_cluster_db_user, $extension_cluster_db_pass, ) { file { owner => 'vagrant', group => 'www-data', } mysql::user { $db_user: password => $db_pass, grant => 'create on *.*' } file { $settings_root: ensure => directory, owner => $::share_owner, group => $::share_group, mode => '0755', recurse => true, purge => true, force => true, } mysql::user { $extension_cluster_db_user: password => $extension_cluster_db_pass, grant => ""all privileges on ${extension_cluster_shared_db_name}.*"" } mysql::db { $extension_cluster_shared_db_name: } file { ""${settings_root}/commonsettings.php"": ensure => present, owner => $::share_owner, group => $::share_group, mode => '0644', content => template('mediawiki/multiwiki/commonsettings.php.erb'), } file { ""${settings_root}/loadwgconf.php"": ensure => present, owner => $::share_owner, group => $::share_group, mode => '0644', content => template('mediawiki/multiwiki/loadwgconf.php.erb'), } file { $script_dir: ensure => directory, mode => '0755', } file { [ ""${script_dir}/api.php"", ""${script_dir}/img_auth.php"", ""${script_dir}/index.php"", ""${script_dir}/load.php"", ""${script_dir}/opensearch_desc.php"", ""${script_dir}/thumb.php"", ""${script_dir}/thumb_handler.php"", ]: ensure => present, mode => '0644', source => 'puppet:///modules/mediawiki/multiwiki/stub.php', } file { ""${script_dir}/dblist.php"": ensure => present, mode => '0644', content => template('mediawiki/docroot/w/dblist.php.erb'), } file { ""${script_dir}/defines.php"": ensure => present, mode => '0644', content => template('mediawiki/docroot/w/defines.php.erb'), } file { ""${script_dir}/missing.php"": ensure => present, mode => '0644', content => template('mediawiki/docroot/w/missing.php.erb'), } file { ""${script_dir}/mwmultiversion.php"": ensure => present, mode => '0644', content => template('mediawiki/docroot/w/mwmultiversion.php.erb'), } file { ""${script_dir}/mwscript.php"": ensure => present, mode => '0644', content => template('mediawiki/docroot/w/mwscript.php.erb'), } file { ""${script_dir}/mwversion.php"": ensure => present, mode => '0644', content => template('mediawiki/docroot/w/mwversion.php.erb'), } file { ""${script_dir}/runjobs.php"": ensure => present, mode => '0644', content => template('mediawiki/docroot/w/runjobs.php.erb'), } file { ""${script_dir}/assets"": ensure => link, target => ""${::mediawiki::dir}/assets"", } file { ""${script_dir}/extensions"": ensure => link, target => ""${::mediawiki::dir}/extensions"", } file { ""${script_dir}/resources"": ensure => link, target => ""${::mediawiki::dir}/resources"", } file { ""${script_dir}/mw-config"": ensure => link, target => ""${::mediawiki::dir}/mw-config"", } file { ""${script_dir}/skins"": ensure => link, target => ""${::mediawiki::dir}/skins"", } file { ""${script_dir}/tests"": ensure => link, target => ""${::mediawiki::dir}/tests"", } file { ""${script_dir}/copying"": ensure => link, target => ""${::mediawiki::dir}/copying"", } file { ""${script_dir}/credits"": ensure => link, target => ""${::mediawiki::dir}/credits"", } file { $wiki_priority_dir: ensure => directory, owner => $::share_owner, group => $::share_group, recurse => true, purge => true, force => true, source => 'puppet:///modules/mediawiki/multiwiki/priority-empty', } file { '/usr/local/bin/multiversion-install': ensure => present, owner => 'root', group => 'root', mode => '0755', content => template('mediawiki/multiwiki/multiversion-install.erb'), } file { '/usr/local/bin/mwscript': ensure => present, owner => 'root', group => 'root', mode => '0755', content => template('mediawiki/multiwiki/mwscript.erb'), } file { '/usr/local/bin/alldbs': ensure => present, owner => 'root', group => 'root', mode => '0755', content => template('mediawiki/multiwiki/alldbs.erb'), } file { '/usr/local/bin/foreachwiki': ensure => present, owner => 'root', group => 'root', mode => '0755', content => template('mediawiki/multiwiki/foreachwiki.erb'), } file { '/usr/local/bin/foreachwikiwithextension': ensure => present, owner => 'root', group => 'root', mode => '0755', content => template('mediawiki/multiwiki/foreachwikiwithextension.erb'), } file { '/usr/local/bin/wikihasextension': ensure => present, owner => 'root', group => 'root', mode => '0755', content => template('mediawiki/multiwiki/wikihasextension.erb'), } file { '/usr/local/bin/sql': ensure => link, target => '/usr/bin/mysql', require => package['mysql-server'], } }",,1714,"mysql::user { $db_user: password => $db_pass, grant => 'create on *.*' },mysql::user { $extension_cluster_db_user: password => $extension_cluster_db_pass, grant => ""all privileges on ${extension_cluster_shared_db_name}.*"" }",CWE-276,1,1
1715,"class fuel::nginx::services ( $staticdir = $::fuel::params::staticdir, $logdumpdir = $::fuel::params::logdumpdir, $ostf_host = $::fuel::params::ostf_host, $ostf_port = $::fuel::params::ostf_port, $keystone_host = $::fuel::params::keystone_host, $keystone_port = $::fuel::params::keystone_port, $nailgun_host = $::fuel::params::nailgun_host, $nailgun_port = $::fuel::params::nailgun_internal_port, $ssl_enabled = false, $force_https = undef, $service_enabled = true, ) inherits fuel::nginx { if $ssl_enabled and $force_https { $plain_http = false } else { $plain_http = true } file { '/etc/nginx/conf.d/services.conf': content => template('fuel/nginx/services.conf.erb'), owner => 'root', group => 'root', mode => '0644', require => package['nginx'], notify => service['nginx'], } file { ['/var/lib/fuel', '/var/lib/fuel/keys', '/var/lib/fuel/keys/master', '/var/lib/fuel/keys/master/nginx', ]: ensure => 'directory', } if $ssl_enabled { $ips = inline_template('<%= @interfaces.split("","").reject{ |iface| iface =~ /^(lo|docker)/ }.map {|iface| scope.lookupvar(""ipaddress_ openssl::certificate::x509 { 'nginx': ensure => present, country => 'us', organization => 'fuel', commonname => 'fuel.master.local', altnames => union(split($ips, ','), [$nailgun_host]), state => 'california', unit => 'fuel deployment team', email => 'root@fuel.master.local', days => 3650, base_dir => '/var/lib/fuel/keys/master/nginx/', owner => 'root', group => 'root', force => false, require => file['/var/lib/fuel/keys/master/nginx'], cnf_tpl => 'openssl/cert.cnf.erb', } -> file[""/etc/nginx/conf.d/services.conf""] } }",,1715,"openssl::certificate::x509 { 'nginx': ensure => present, country => 'us', organization => 'fuel', commonname => 'fuel.master.local', altnames => union(split($ips, ','), [$nailgun_host]), state => 'california', unit => 'fuel deployment team', email => 'root@fuel.master.local', days => 3650, base_dir => '/var/lib/fuel/keys/master/nginx/', owner => 'root', group => 'root', force => false, require => file['/var/lib/fuel/keys/master/nginx'], cnf_tpl => 'openssl/cert.cnf.erb', }",CWE-312,1,0
1716,class { '::openstack_tasks::keystone::db' :} class mysql::config {} include mysql::config class mysql::server {} include mysql::server warning('osnailyfacter/modular/./keystone/db.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./keystone/db.pp'),,1716,,,0,0
1717,"define git::repo($repo, $dst_dir, $user) { include packages::mozilla::git exec { ""git-clone-${dst_dir}"": require => class['packages::mozilla::git'], command => ""git clone ${repo} ${dst_dir}"", creates => ""${dst_dir}/.git"", path => ""/usr/local/bin:/usr/bin:/bin"", cwd => ""/"", user => $user; } }",,1717,"command => ""git clone ${repo} ${dst_dir}""",CWE-78,1,1
1718,"class barbican::db ( $database_connection = 'sqlite:////var/lib/barbican/barbican.sqlite', $database_idle_timeout = $::os_service_default, $database_min_pool_size = $::os_service_default, $database_max_pool_size = $::os_service_default, $database_max_retries = $::os_service_default, $database_retry_interval = $::os_service_default, $database_max_overflow = $::os_service_default, $database_pool_size = $::os_service_default, $database_db_max_retries = $::os_service_default, ) { validate_re($database_connection, '^(sqlite|mysql(\+pymysql)?|postgresql):\/\/(\s+:\s+@\s+\/\s+)?') oslo::db { 'barbican_config': connection => $database_connection, idle_timeout => $database_idle_timeout, min_pool_size => $database_min_pool_size, max_pool_size => $database_max_pool_size, max_retries => $database_max_retries, retry_interval => $database_retry_interval, max_overflow => $database_max_overflow, db_max_retries => $database_db_max_retries, } $database_pool_size_real = pick($::barbican::database_pool_size, $database_pool_size) barbican_config { 'default/sql_connection': value => $database_connection, secret => true; 'default/sql_idle_timeout': value => $database_idle_timeout; 'default/sql_pool_size': value => $database_pool_size; 'default/sql_pool_max_overflow': value => $database_max_overflow; } }",,1718,$database_connection = 'sqlite:////var/lib/barbican/barbican.sqlite',CWE-311,1,1
1719,"class bcf::params::openstack { $virtual_cluster_name = 'openstackcluster' $ceph_virtual_cluster_name = 'cephcluster' $quantum_settings = hiera('quantum_settings') $keystone_vip = hiera('management_vip') $auth_user = 'neutron' $auth_password = $quantum_settings['keystone']['admin_password'] $auth_tenant_name = 'services' $neutron_adv_conf = hiera('neutron_advanced_configuration') $neutron_dvr = $neutron_adv_conf['neutron_dvr'] $network_scheme = hiera('network_scheme') $fuel_master = hiera('master_ip') $bcf_hash = hiera('fuel-plugin-bigswitch') $access_hash = hiera('access') $keystone_hash = hiera('keystone') $nova_hash = hiera('nova') $neutron_hash = hiera('neutron_config') $cinder_hash = hiera('cinder') $rabbit_hash = hiera('rabbit') $bcf_mode = $bcf_hash['bcf_mode'] $bcf_controller_1 = ""${bcf_hash['bcf_controller_1']}"" $bcf_controller_2 = ""${bcf_hash['bcf_controller_2']}"" $bcf_username = $bcf_hash['bcf_controller_username'] $bcf_password = $bcf_hash['bcf_controller_password'] $bcf_instance_id = $bcf_hash['openstack_instance_id'] $bcf_os_mgmt_tenant = $bcf_hash['openstack_mgmt_tenant'] $bcf_version = $bcf_hash['bcf_version'] $access_tenant = 'services' }",,1719,$auth_password = $quantum_settings['keystone']['admin_password'],CWE-798,1,0
1720,class { '::osnailyfacter::memcached::memcached' :} class { '::osnailyfacter::upgrade::restart_services' :},,1720,,,0,0
1721,"class npm::globals { npm::global { ['mocha', 'grunt', 'grunt-cli', 'node-gyp', 'node-pre-gyp']: } }",,1721,,,0,0
1722,"class glance::db::mysql( $password, $dbname = 'glance', $user = 'glance', $host = '127.0.0.1', $allowed_hosts = undef, $charset = 'utf8', $collate = 'utf8_general_ci', ) { include ::glance::deps validate_string($password) ::openstacklib::db::mysql { 'glance': user => $user, password_hash => mysql_password($password), dbname => $dbname, host => $host, charset => $charset, collate => $collate, allowed_hosts => $allowed_hosts, } anchor['glance::db::begin'] ~> class['glance::db::mysql'] ~> anchor['glance::db::end'] }",,1722,,,0,0
1723,class vmware::network::neutron ( ) { },,1723,,,0,0
1724,"class manila::keystone::auth ( $password, $password_v2 = undef, $auth_name_v2 = 'manilav2', $auth_name = 'manila', $service_name = 'manila', $service_name_v2 = 'manilav2', $email = 'manila@localhost', $email_v2 = 'manilav2@localhost', $tenant = 'services', $configure_endpoint = true, $configure_endpoint_v2 = true, $service_type = 'share', $service_type_v2 = 'sharev2', $service_description = 'manila service', $service_description_v2 = 'manila service v2', $region = 'regionone', $public_url = 'http://127.0.0.1:8786/v1/%(tenant_id)s', $public_url_v2 = 'http://127.0.0.1:8786/v2/%(tenant_id)s', $admin_url = 'http://127.0.0.1:8786/v1/%(tenant_id)s', $admin_url_v2 = 'http://127.0.0.1:8786/v2/%(tenant_id)s', $internal_url = 'http://127.0.0.1:8786/v1/%(tenant_id)s', $internal_url_v2 = 'http://127.0.0.1:8786/v2/%(tenant_id)s', ) { if ! $password_v2 { $password_v2_real = $password } else { $password_v2_real = $password_v2 } keystone_user_role[""${auth_name}@${tenant}""] ~> service <| name == 'manila-api' |> keystone_user_role[""${auth_name_v2}@${tenant}""] ~> service <| name == 'manila-api' |> keystone::resource::service_identity { 'manila': configure_user => true, configure_user_role => true, configure_endpoint => $configure_endpoint, service_type => $service_type, service_description => $service_description, auth_name => $auth_name, service_name => $service_name, region => $region, password => $password, email => $email, tenant => $tenant, public_url => $public_url, admin_url => $admin_url, internal_url => $internal_url, } keystone::resource::service_identity { 'manilav2': configure_user => true, configure_user_role => true, configure_endpoint => $configure_endpoint_v2, service_type => $service_type_v2, service_description => $service_description_v2, auth_name => $auth_name_v2, service_name => $service_name_v2, region => $region, password => $password_v2_real, email => $email_v2, tenant => $tenant, public_url => $public_url_v2, admin_url => $admin_url_v2, internal_url => $internal_url_v2, } }",,1724,users::root::extra_authorized_key { 'sledru': ; },CWE-284,1,0
